db_id,room_label,noise_type,TotalUsedMem_mean,TotalUsedMem_std,TotalUsedMem_max,TotalUsedMem_min,TotalUsedMem_median,CpuUtil_mean,CpuUtil_std,CpuUtil_max,CpuUtil_min,CpuUtil_median,GpuUtil_mean,GpuUtil_std,GpuUtil_max,GpuUtil_min,GpuUtil_median,BatteryMicroAmps_mean,BatteryMicroAmps_std,BatteryMicroAmps_max,BatteryMicroAmps_min,BatteryMicroAmps_median,BatteryVoltageMv_mean,BatteryVoltageMv_std,BatteryVoltageMv_max,BatteryVoltageMv_min,BatteryVoltageMv_median,AvgFPS_mean,AvgFPS_std,AvgFPS_max,AvgFPS_min,AvgFPS_median,WorstFrameMs_mean,WorstFrameMs_std,WorstFrameMs_max,WorstFrameMs_min,WorstFrameMs_median,BestFrameMs_mean,BestFrameMs_std,BestFrameMs_max,BestFrameMs_min,BestFrameMs_median,MainThreadMs_mean,MainThreadMs_std,MainThreadMs_max,MainThreadMs_min,MainThreadMs_median,GCAllocRate_mean,GCAllocRate_std,GCAllocRate_max,FrameTimeStdDev_mean,FrameTimeStdDev_std,FrameTimeStdDev_max,FrameTimeStdDev_min,FrameTimeStdDev_median,CpuClockFreq_mean,CpuClockFreq_max,CpuClockFreq_min,CpuClockFreq_median,WorstFrameMs_range,CpuUtil_range
53,conference,2.0,145082532.13186812,192830.79203932505,145500913,144719654,145070592.0,0.1583208791208791,0.0057122191928748,0.1688,0.1409,0.158,0.3314901098901099,0.0146606279609712,0.3565,0.3017,0.3317,-2355812.263736264,173477.48385634855,-2049733,-2944408,-2316707.0,4070.593406593407,0.4939190662005774,4071,4070,4071.0,72.01351648351648,0.423890377931668,73.58,71.06,71.96,15.681758241758242,0.9610533496656372,22.33,14.32,15.63,12.105824175824177,0.8626317173936279,13.23,6.03,12.16,13.933347252747254,0.5713584718974907,15.0082,12.7336,13.9244,0.0,0.0,0,0.001022978021978,0.0004533833790518,0.004352,0.00044,0.001017,1920000.0,1920000,1920000,1920000.0,8.009999999999998,0.0279
54,conference,2.0,145030688.48351648,198631.040458058,145486972,144711956,145002858.0,0.1583725274725274,0.0103678248649267,0.1765,0.1424,0.156,0.3293472527472527,0.0019908870529568,0.3349,0.3263,0.329,-2308276.1428571427,159973.93340719066,-1977588,-2790596,-2279719.0,4058.2417582417584,11.81744535219098,4075,4050,4050.0,72.00582417582417,0.447320580876514,73.88,71.06,71.98,15.71978021978022,0.7619798452014889,20.85,14.69,15.67,12.085494505494506,0.7719344585538387,13.42,6.67,12.13,13.965485714285716,0.6044091962995173,15.2157,12.4794,13.9976,675.1648351648352,6440.662036819466,61440,0.0010401648351648,0.0003660244455629,0.003779,0.000442,0.001034,1920000.0,1920000,1920000,1920000.0,6.160000000000002,0.0340999999999999
55,lab,0.0,145132673.65934065,300148.36476687127,145670260,144645508,145169115.0,0.1576010989010988,0.0096033384762857,0.1711,0.1457,0.1608,0.2857252747252747,0.0070201233513473,0.3501,0.2826,0.285,-2403940.043956044,233744.43873246168,-2037281,-3183550,-2341976.0,3954.307692307693,3.424397133291614,3957,3950,3957.0,72.02868131868132,0.3224186677501738,73.32,71.45,72.03,15.693516483516484,0.9060615304423302,21.98,14.54,15.49,12.12901098901099,0.8669128559883627,13.05,6.29,12.41,13.857575824175823,0.4395780874481699,14.9277,12.3045,13.8741,0.0,0.0,0,0.0009904945054945,0.0004484673745999,0.004165,0.000457,0.000851,1920000.0,1920000,1920000,1920000.0,7.440000000000001,0.0254
56,lab,0.0,146248856.35164836,317766.31637225783,146831864,145734352,146262420.0,0.1724318681318681,0.0058228644940227,0.1842,0.1572,0.1728,0.2907560439560439,0.0019847310924045,0.2945,0.2882,0.2899,-2377721.1208791207,192375.54649272375,-2038380,-2993848,-2312679.0,3944.934065934066,3.9237232822415695,3948,3921,3946.0,72.00879120879121,0.4350423610659731,73.92,71.22,72.02,15.76978021978022,0.910600507628502,21.14,14.24,15.74,12.133516483516484,0.9086685908837216,13.28,6.82,12.31,13.920293406593403,0.4885461294726531,14.7604,12.9108,13.9985,0.0,0.0,0,0.0010416923076923,0.0004363588913397,0.003918,0.00035,0.000963,1920000.0,1920000,1920000,1920000.0,6.9,0.0269999999999999
57,lab,1.0,146020375.6,316731.0743306208,146604199,145513432,146025096.0,0.17743,0.0121620560244381,0.2039,0.1605,0.1784,0.29419,0.0045335714026495,0.2988,0.2854,0.29595,-2373227.1333333333,181129.8095204192,-2047902,-2772651,-2335384.0,3933.3555555555554,3.412834701406754,3936,3929,3936.0,72.00322222222222,0.4928746855747411,73.54,71.02,72.02,15.74888888888889,0.8950543821836565,21.81,14.34,15.65,12.163777777777778,0.8320349735758912,13.22,6.42,12.335,13.86638,0.6400895871637856,15.4733,12.5081,13.80995,682.6666666666666,6476.344648024841,61440,0.0010465888888888,0.0004251137559443,0.004186,0.000326,0.000982,1920000.0,1920000,1920000,1920000.0,7.469999999999999,0.0433999999999999
59,lab,1.0,146119726.13186812,315490.2141879405,146680864,145598554,146149250.0,0.1731153846153846,0.0109470840671226,0.1914,0.1576,0.1744,0.2995186813186813,0.0054388297778905,0.3078,0.2925,0.3006,-2346363.043956044,161023.91239122162,-1985644,-2694646,-2322933.0,3927.307692307693,2.41151085740555,3928,3919,3928.0,72.01417582417582,0.4852767044207667,73.59,70.69,72.05,15.747802197802198,0.953058004761285,22.33,14.6,15.58,12.114835164835164,0.8253044726205432,13.09,6.35,12.32,13.855074725274724,0.6667791269467485,15.3965,12.3175,13.9288,0.0,0.0,0,0.0010562197802197,0.0004392640512442,0.004356,0.000567,0.001039,1920000.0,1920000,1920000,1920000.0,7.729999999999999,0.0338
60,lab,2.0,145992284.8777778,304543.6303133543,146545954,145512160,146010728.0,0.1673988888888888,0.0066331224440908,0.1763,0.1571,0.16715,0.2976722222222222,0.003881764563937,0.3042,0.291,0.2973,-2337618.3444444444,169603.04911672143,-2058156,-2765693,-2326778.0,3896.9,4.484805809181103,3902,3893,3893.0,71.99977777777778,0.4047914646304965,73.83,71.03,71.97999999999999,15.708555555555556,0.7335193924676376,20.05,14.69,15.58,12.218111111111112,0.7619562263584386,13.32,6.83,12.364999999999998,13.886522222222222,0.5095703267730476,14.9402,12.7393,13.8238,0.0,0.0,0,0.0010037444444444,0.0003478793721292,0.003489,0.0005,0.000964,1920000.0,1920000,1920000,1920000.0,5.360000000000001,0.0192
61,lab,2.0,146063727.4888889,316878.5462480196,146628356,145552886,146072747.0,0.17193,0.0093226491147556,0.1836,0.1467,0.1709,0.3105988888888889,0.0202824299590482,0.3529,0.2943,0.3015,-2428025.933333333,221076.4307585995,-2067678,-2993116,-2411924.0,3900.222222222222,3.505301852003438,3907,3893,3901.0,71.99255555555555,0.3796377963657779,73.08,71.17,71.99,15.757555555555555,0.9520071181764752,22.05,14.55,15.625,12.085333333333336,0.8867326719258041,13.27,6.03,12.08,13.89823111111111,0.5857377818901415,15.738,12.5692,13.908,0.0,0.0,0,0.0010559666666666,0.0004346917401892,0.00421,0.000403,0.0010025,1920000.0,1920000,1920000,1920000.0,7.5,0.0369
63,hallway,0.0,144132369.46153846,201743.6455115664,144568500,143749972,144111924.0,0.1322758241758241,0.0071486803857517,0.1462,0.1183,0.1298,0.2585340659340659,0.002117557281409,0.2637,0.257,0.2577,-2388305.2967032967,181265.8383423206,-2089285,-2803414,-2365048.0,3811.978021978022,4.294642714354343,3816,3806,3814.0,72.00758241758243,0.2529881009908945,73.42,71.5,71.98,15.62120879120879,0.7173590998545135,21.17,14.47,15.56,12.302417582417585,0.7173862134464108,13.38,6.75,12.41,13.829686813186814,0.2639735231709552,14.5305,13.0401,13.8406,0.0,0.0,0,0.0008931428571428,0.0003463610695158,0.003736,0.000347,0.000835,1920000.0,1920000,1920000,1920000.0,6.700000000000001,0.0278999999999999
64,hallway,0.0,144759213.13186812,181099.51631313397,145091748,144452836,144757732.0,0.1854296703296703,0.0098520104491474,0.2018,0.1704,0.1816,0.2589758241758242,0.0004177560849588,0.2594,0.2581,0.2592,-2578196.274725274,170389.74935685052,-2185234,-2970410,-2570131.0,3777.032967032967,7.876054496525767,3787,3768,3778.0,72.0021978021978,0.2190017868917566,73.46,71.4,71.98,15.257362637362638,0.9562168921383604,23.47,14.41,15.11,12.570109890109888,0.9693371096963286,13.24,4.28,12.7,14.072892307692308,0.2175692309898259,14.6892,13.5214,14.0452,675.1648351648352,6440.662036819466,61440,0.0007384725274725,0.0004773146723693,0.004917,0.000401,0.000658,2054400.0,2054400,2054400,2054400.0,9.06,0.0314
65,hallway,1.0,145116994.74725273,198753.79749499168,145537308,144726646,145092982.0,0.2064175824175824,0.0110112023100375,0.2261,0.1892,0.2046,0.2742736263736263,0.0039398487045072,0.2883,0.2696,0.2738,-2610934.824175824,196464.34803018157,-2214532,-3205523,-2591006.0,3789.4175824175823,4.802929508969719,3791,3775,3791.0,72.00846153846155,0.339437191299962,73.27,71.33,72.0,15.3678021978022,0.7096052144957506,20.03,14.31,15.26,12.377362637362635,0.6714277245208071,13.31,7.72,12.48,13.936527472527471,0.4720796717282968,14.7298,12.8167,13.9392,0.0,0.0,0,0.0008564395604395,0.000315911739038,0.003154,0.000368,0.0008,2054400.0,2054400,2054400,2054400.0,5.720000000000001,0.0368999999999999
66,hallway,1.0,144681976.53846154,248306.6935515957,145213907,144173368,144714470.0,0.202067032967033,0.0933890120290688,0.4404,0.1499,0.1622,0.2734395604395604,0.0036369058620047,0.2778,0.2668,0.2735,-2585307.5164835164,297195.12432333664,-2069509,-3492273,-2562441.0,3790.3846153846152,7.028148532499372,3797,3783,3797.0,72.01604395604396,0.5728231821831217,75.55,69.49,72.01,15.733956043956043,0.8327876601723201,21.1,14.5,15.71,12.147912087912088,0.7933186504012627,13.1,6.69,12.29,13.956858241758242,0.6286383431346648,17.2848,12.811,13.9394,17104.175824175825,163163.43826609314,1556480,0.0010135274725274,0.0003920057068932,0.003814,0.000491,0.000995,1920000.0,1920000,1920000,1920000.0,6.600000000000001,0.2905
67,hallway,2.0,144653737.8791209,199286.5515655857,145078595,144200768,144631400.0,0.1457780219780219,0.0140824698133514,0.1787,0.1244,0.1428,0.279645054945055,0.0090431590318166,0.3026,0.2689,0.2774,-2489498.659340659,209428.7864784283,-2127005,-3013258,-2470886.0,3767.846153846154,17.61118525692828,3790,3754,3754.0,72.01054945054945,0.3534696675258091,72.92,70.89,72.01,15.667472527472528,0.9388333107362484,22.01,14.05,15.54,12.195384615384617,0.8620367454043654,13.37,6.35,12.41,13.91066153846154,0.5804474744672293,15.0189,12.4042,13.9469,0.0,0.0,0,0.000994934065934,0.0004296949512851,0.004121,0.000201,0.000935,1920000.0,1920000,1920000,1920000.0,7.960000000000001,0.0543
68,hallway,2.0,144671724.53846154,204008.09328608363,145096032,144232564,144663524.0,0.1462802197802198,0.0083419584668272,0.1582,0.1356,0.1509,0.2894648351648352,0.0146046063785549,0.3109,0.2672,0.2938,-2512985.0659340657,244317.0268919645,-2043507,-3129349,-2466491.0,3755.703296703297,16.539175382839417,3777,3743,3743.0,72.01043956043956,0.3536473827224956,73.11,71.25,71.99,15.607032967032968,0.8430678033962162,21.67,14.3,15.55,12.27054945054945,0.8493479363440622,13.3,6.36,12.39,13.866774725274729,0.5125320149552518,14.9818,12.6623,13.9106,18049.406593406595,165793.27390873636,1581056,0.0009510879120879,0.0004065911035904,0.003993,0.000375,0.000925,1920000.0,1920000,1920000,1920000.0,7.370000000000001,0.0226
69,kitchen,0.0,144545023.4065934,269636.79280002246,145092596,143989595,144556660.0,0.2098813186813186,0.077715492395286,0.4098,0.1456,0.1963,0.348854945054945,0.0289173545114589,0.4306,0.3323,0.337,-2806178.395604396,277622.3556331265,-2335751,-3702484,-2826852.0,3621.285714285714,3.634054100636266,3627,3619,3619.0,72.00835164835165,0.5627102347592482,75.07,69.9,71.98,15.802087912087911,0.818925470063623,21.02,14.2,15.74,12.067032967032969,0.8024912522963786,13.42,7.01,12.19,13.911886813186811,0.4915461737571426,16.5944,12.3031,13.9179,0.0,0.0,0,0.0010005384615384,0.0004124344340536,0.003688,0.000244,0.000925,1920000.0,1920000,1920000,1920000.0,6.82,0.2642
70,kitchen,0.0,144791865.7912088,299629.8432194282,145377268,144276027,144708628.0,0.1632164835164835,0.0226932308249558,0.1947,0.1368,0.1606,0.3320516483516483,0.0137361110672834,0.3426,0.2872,0.3359,-2771113.791208791,244077.68516703945,-2203179,-3404747,-2773750.0,3640.692307692308,7.004272200580421,3647,3633,3647.0,71.99879120879122,0.2764611090384042,73.62,71.42,71.97,15.739450549450549,0.7443914182999319,21.01,14.63,15.7,12.187912087912087,0.7331265109614308,13.34,6.57,12.28,13.856775824175823,0.3031930929807893,14.507,13.1613,13.8532,0.0,0.0,0,0.0009450989010989,0.0003617059288963,0.003743,0.000433,0.0009,1920000.0,1920000,1920000,1920000.0,6.380000000000001,0.0579
71,kitchen,1.0,145492834.2197802,299304.5612594145,146186795,145043696,145414080.0,0.1707725274725274,0.0094381738574326,0.1889,0.1531,0.1724,0.3400527472527472,0.0017079123487359,0.3427,0.3365,0.3398,-2650671.659340659,222537.06969892143,-2222589,-3090164,-2636051.0,3644.681318681319,7.686755016663804,3659,3640,3640.0,72.00153846153846,0.4367428001745115,72.99,71.22,72.01,15.742307692307692,0.8369270204783918,21.14,14.52,15.67,12.144615384615385,0.7057672069651225,13.21,7.44,12.14,13.944498901098902,0.546962523090427,15.2313,12.6952,13.9941,0.0,0.0,0,0.0010262527472527,0.0003658985771253,0.003675,0.000497,0.000973,1920000.0,1920000,1920000,1920000.0,6.620000000000001,0.0358
72,kitchen,1.0,145545084.56043956,309477.4251665801,146135900,144965414,145485500.0,0.1568670329670329,0.008432609388493,0.1725,0.1452,0.1556,0.3452142857142857,0.0043916479171913,0.3537,0.3393,0.3428,-2673494.010989011,235886.36722868145,-2318172,-3609098,-2596133.0,3621.098901098901,15.731818391085412,3648,3612,3612.0,71.9289010989011,0.9712620089913376,73.03,63.48,72.04,16.005714285714287,1.475219865238281,26.3,14.29,15.75,12.075604395604396,0.9490278169336224,13.17,5.56,12.25,13.884153846153849,0.5238817424461134,14.8827,12.2618,13.8787,0.0,0.0,0,0.0011337912087912,0.0005976365955715,0.004651,0.000424,0.001009,1920000.0,1920000,1920000,1920000.0,12.010000000000002,0.0272999999999999
73,kitchen,2.0,145560499.30769232,333161.26194896275,146312517,144974532,145495560.0,0.1537780219780219,0.0061658702584433,0.1645,0.1437,0.1524,0.2816714285714286,0.0129480610793387,0.311,0.2651,0.2799,-2609687.274725274,217247.86480838296,-2161796,-3102982,-2613712.0,3644.901098901099,1.0006103143687142,3646,3644,3644.0,72.00934065934067,0.445485508425737,73.52,71.27,72.01,15.666263736263735,0.8440190207857333,21.52,14.32,15.64,12.143186813186812,0.8180734538072827,13.17,6.5,12.22,13.893937362637365,0.580535126059158,15.4436,12.868,13.8345,0.0,0.0,0,0.0010065054945054,0.0003975856406312,0.004032,0.000463,0.000995,1920000.0,1920000,1920000,1920000.0,7.199999999999999,0.0208
74,kitchen,2.0,145441390.07692307,319923.0838233448,146024336,144854184,145377124.0,0.1572912087912087,0.0104472819256349,0.1703,0.141,0.1575,0.2919461538461538,0.0155890510558055,0.3151,0.2683,0.293,-2581150.274725274,190888.5807451892,-2249323,-3100784,-2526185.0,3649.967032967033,16.852596601414366,3658,3615,3658.0,72.02065934065934,0.4030599685125502,73.16,71.19,71.99,15.82956043956044,0.8712391074886282,22.13,14.13,15.8,12.131648351648352,0.8959467540432219,13.33,6.3,12.27,13.909156043956044,0.53098340175121,15.0458,12.8997,13.8713,0.0,0.0,0,0.0010567032967032,0.0004309978730162,0.00429,0.000358,0.001023,1920000.0,1920000,1920000,1920000.0,7.999999999999998,0.0293
76,hallway,0.0,143779791.32967034,185270.56940611987,144166100,143425332,143769044.0,0.1361472527472527,0.0082998305291847,0.1482,0.122,0.1386,0.2581615384615384,0.0032873416896658,0.2655,0.2536,0.2576,-2505431.340659341,192601.78887211363,-2059255,-2877390,-2519593.0,3593.0,7.389181280764036,3596,3575,3596.0,72.00857142857143,0.2696646947953084,73.18,71.45,71.99,15.747582417582418,0.863161296448945,21.59,14.23,15.61,12.10087912087912,0.8509950363501256,13.31,6.04,12.21,13.948105494505493,0.2656981116324137,14.601,13.4844,13.9217,17824.351648351647,163648.02819237625,1560576,0.0009648131868131,0.0004308187273368,0.004049,0.000299,0.000897,1920000.0,1920000,1920000,1920000.0,7.359999999999999,0.0262
77,hallway,0.0,143798445.7912088,199810.6448280599,144178340,143435524,143781620.0,0.1396648351648351,0.0079786294231858,0.1539,0.1245,0.14,0.2551571428571428,0.0021211183034293,0.2615,0.2518,0.2556,-2544117.8021978023,187159.78089650325,-2230646,-3038893,-2529481.0,3590.131868131868,2.4322316739469345,3592,3587,3592.0,72.00857142857143,0.2774469776314482,73.36,71.43,72.0,15.674725274725276,0.7045744825532652,21.17,14.58,15.67,12.17164835164835,0.7258669356726534,13.35,6.68,12.26,13.979010989010987,0.367931211400099,14.8316,12.7788,13.9513,17824.351648351647,163648.02819237625,1560576,0.0009372417582417,0.0003509262455166,0.003744,0.000386,0.000898,1920000.0,1920000,1920000,1920000.0,6.590000000000002,0.0294
78,hallway,1.0,144788863.7912088,190534.9444028434,145188072,144403826,144773654.0,0.1468241758241758,0.008614939745186,0.1602,0.1307,0.1499,0.2725934065934066,0.0024366553669506,0.2811,0.2697,0.2726,-2530511.340659341,191467.21072034008,-2119315,-3103348,-2501282.0,3594.5494505494507,6.890031021159059,3599,3584,3599.0,72.01989010989011,0.4089430672287192,73.27,71.07,72.02,15.743296703296703,0.9998022637224654,23.06,14.47,15.64,12.147472527472528,0.9035578975565848,13.07,5.51,12.15,13.979757142857142,0.5185105708003899,15.4192,13.164,13.9263,675.1648351648352,6440.662036819466,61440,0.0010214395604395,0.0004792446187906,0.00472,0.000564,0.000957,1920000.0,1920000,1920000,1920000.0,8.589999999999998,0.0295
79,hallway,1.0,144714395.64835164,185625.14716446347,145290266,144325608,144693612.0,0.1487505494505494,0.0099285936525256,0.1566,0.1268,0.1525,0.2732373626373626,0.0032855795481212,0.2789,0.2671,0.2732,-2602632.5384615385,206798.607123845,-2189995,-3109574,-2591006.0,3563.725274725274,3.326880200447699,3581,3563,3563.0,72.00780219780219,0.3037279564851947,72.68,71.25,72.06,15.615384615384617,0.7270003938441663,20.41,14.38,15.56,12.278131868131869,0.748334316388236,13.3,6.86,12.32,13.879351648351648,0.5285096509920111,16.0829,12.8004,13.9331,675.1648351648352,6440.662036819466,61440,0.0009553846153846,0.0003602449404141,0.003616,0.000397,0.000961,1920000.0,1920000,1920000,1920000.0,6.029999999999999,0.0297999999999999
80,hallway,2.0,144700742.8021978,188732.84185361257,145087600,144329652,144691012.0,0.1495450549450549,0.0158120577319705,0.1799,0.1223,0.1462,0.2827637362637362,0.0216364225656827,0.321,0.2569,0.2774,-2640172.021978022,226664.6297535917,-2251886,-3216876,-2617008.0,3552.912087912088,0.2847358092592769,3553,3552,3553.0,72.01681318681318,0.3674079752381822,72.9,71.18,72.03,15.715604395604394,0.8895344709968096,21.97,14.37,15.66,12.16945054945055,0.8241175248407808,13.27,6.36,12.41,13.869593406593408,0.5081369082359589,14.9882,12.6594,13.8867,17374.24175824176,165739.703080821,1581056,0.0010035384615384,0.0004277151000813,0.004236,0.00037,0.000961,1920000.0,1920000,1920000,1920000.0,7.6,0.0576
81,hallway,2.0,145374830.68131867,200709.12690685643,145790464,144966366,145344790.0,0.1572472527472527,0.0126101223948535,0.1766,0.1321,0.1594,0.2743714285714286,0.0063390375314708,0.2843,0.2641,0.2749,-2623249.5494505493,236185.19721637768,-2160331,-3124589,-2599429.0,3563.428571428572,2.9856801091685217,3566,3560,3566.0,72.01362637362637,0.434671054383571,73.44,71.17,71.98,15.7610989010989,1.010918669714116,22.67,14.44,15.62,12.106703296703298,0.9415684962928792,13.15,5.55,12.2,13.956751648351648,0.5054304142373526,14.9461,12.4489,14.0386,0.0,0.0,0,0.0010241648351648,0.0004738752124472,0.004512,0.000457,0.000964,1920000.0,1920000,1920000,1920000.0,8.230000000000002,0.0445
82,lab,0.0,144999765.73626372,276626.1959037472,145651767,144507852,144924780.0,0.1444637362637362,0.014131159553613,0.1713,0.1202,0.1466,0.2872846153846154,0.0014586083989674,0.2902,0.2849,0.2872,-2448333.164835165,199285.5450987777,-2129935,-3116532,-2412657.0,3908.263736263736,0.6804437250821891,3910,3908,3908.0,72.01274725274725,0.3949010169483151,74.2,71.16,72.0,15.623516483516484,0.9480932603287668,23.26,14.42,15.63,12.163516483516483,0.8948275732432401,13.32,4.77,12.19,13.96505054945055,0.4726994279604527,14.9115,13.0426,13.9694,0.0,0.0,0,0.0009511868131868,0.0004665482686017,0.004865,0.000404,0.000928,1920000.0,1920000,1920000,1920000.0,8.840000000000002,0.0511
83,lab,0.0,145818378.30769232,274324.18343228864,146512355,145364872,145785660.0,0.164043956043956,0.0088225998787357,0.1826,0.1508,0.161,0.2980868131868132,0.0016959565502302,0.3008,0.2953,0.2976,-2393693.9340659343,166655.34938341068,-1998828,-2765327,-2369443.0,3909.56043956044,5.346252667281893,3960,3909,3909.0,72.00692307692307,0.4119268875465178,73.7,71.25,72.0,15.743076923076924,0.91709164973687,22.39,14.35,15.71,12.0610989010989,0.9332933926566483,13.28,5.26,12.13,13.935901098901098,0.4513751670652958,15.1111,12.9782,13.8681,0.0,0.0,0,0.0010311208791208,0.0004627031166036,0.004575,0.000279,0.001015,1920000.0,1920000,1920000,1920000.0,8.040000000000001,0.0318
84,lab,1.0,145764999.5054945,309478.20400450926,146472207,145138200,145777407.0,0.1762461538461538,0.0462763854050188,0.3874,0.156,0.165,0.3054406593406593,0.012903608263858,0.361,0.2957,0.3063,-2434444.978021978,258378.34502437088,-1944628,-3397789,-2411192.0,3920.076923076923,12.235858748622949,3941,3913,3913.0,72.03857142857143,0.5263344340891407,73.92,71.06,71.98,15.71021978021978,0.8790474364927046,21.61,14.65,15.66,12.126373626373626,0.865969612609686,13.28,6.48,12.25,13.922602197802195,0.6093014369802741,15.8808,12.6743,13.9759,0.0,0.0,0,0.0010457032967032,0.0004264331781574,0.003993,0.000537,0.000998,1920000.0,1920000,1920000,1920000.0,6.959999999999999,0.2314
87,lab,1.0,145770242.57142857,295890.79214123974,146520885,145193550,145721032.0,0.1601945054945055,0.008438093026236,0.1783,0.1509,0.1551,0.3542461538461539,0.0039867086868552,0.3584,0.3413,0.3555,-2466306.10989011,210090.3010117554,-2060353,-2956494,-2463195.0,3885.472527472528,10.27222864419739,3896,3871,3892.0,72.00934065934067,0.4814764380938703,73.86,70.88,72.04,15.717252747252749,0.8580340137444256,22.0,14.54,15.73,12.09989010989011,0.8250717066554403,13.39,5.89,12.11,13.915504395604396,0.5385666410662221,15.327,12.937,13.8486,0.0,0.0,0,0.001012956043956,0.0004004701379375,0.004161,0.000396,0.001033,1920000.0,1920000,1920000,1920000.0,7.460000000000001,0.0273999999999999
88,lab,2.0,145723393.4945055,296835.5319580432,146471875,145176650,145665790.0,0.1599395604395604,0.0133018952627968,0.1865,0.1401,0.1552,0.3024362637362637,0.00763162304688,0.3151,0.2894,0.3038,-2409920.274725274,215050.2002737484,-2055592,-3064895,-2432799.0,3824.307692307693,13.95205465369986,3869,3820,3820.0,72.00681318681319,0.486337512252732,74.3,70.64,72.0,15.654725274725276,0.916583439445205,21.29,14.34,15.48,12.15175824175824,0.8499837820761228,13.29,6.48,12.3,13.976446153846156,0.5129188860082378,15.6636,12.818,13.9976,0.0,0.0,0,0.001011978021978,0.0004262182533768,0.003972,0.000478,0.00095,1920000.0,1920000,1920000,1920000.0,6.949999999999999,0.0464
89,lab,2.0,145723466.42222223,312173.1787538245,146375475,145134298,145665026.0,0.1628333333333333,0.0123202582783375,0.1815,0.1375,0.16595,0.3092222222222222,0.0059110214668468,0.3205,0.2999,0.308,-2401507.511111111,203465.63698759928,-1987842,-2966015,-2383908.5,3875.777777777778,6.495941304631131,3883,3870,3870.0,72.00244444444445,0.4220317659674969,73.43,70.78,71.955,15.704555555555556,0.7036632256137517,20.26,14.73,15.705,12.19688888888889,0.837765412506395,13.37,7.12,12.335,13.93787888888889,0.4616607406277405,15.2413,13.1388,13.9729,0.0,0.0,0,0.0009981333333333,0.0003620136318744,0.003428,0.000403,0.000967,1920000.0,1920000,1920000,1920000.0,5.530000000000001,0.0439999999999999
90,lab,0.0,144713842.47777778,280446.5129162489,145213108,144254116,144746260.0,0.1546044444444444,0.0099039081051525,0.1766,0.1351,0.1549499999999999,0.2955488888888888,0.0027562082912615,0.3023,0.2928,0.2942,-2517684.6333333333,181027.04318263705,-2044972,-2982129,-2528199.0,3781.511111111111,5.831422908140158,3784,3768,3784.0,71.99877777777778,0.3439716077183621,73.34,71.08,72.05,15.776666666666667,1.1268320912175662,24.71,14.47,15.695,12.09088888888889,0.9591916592636732,13.3,4.39,12.17,13.972838888888887,0.3620179484328303,14.8039,13.2874,14.0123,682.6666666666666,6476.34464802484,61440,0.0010034111111111,0.0005189122351037,0.005332,0.00033,0.0008885,1920000.0,1920000,1920000,1920000.0,10.24,0.0415
91,lab,0.0,145841784.92307693,283757.9547519687,146377668,145365384,145868582.0,0.1667153846153846,0.009119611627658,0.1844,0.1548,0.1655,0.3460417582417582,0.0011092606079994,0.3491,0.3445,0.3458,-2655412.4285714286,275901.1693078252,-2193291,-3616422,-2619937.0,3744.0,0.0,3744,3744,3744.0,72.02274725274725,0.4003916580717941,74.12,71.07,72.0,15.942527472527471,0.8207606139112585,22.03,14.67,15.77,12.025494505494503,0.807491676924789,13.37,6.7,12.2,13.79251978021978,0.4398412817823618,14.7602,12.6072,13.8085,675.1648351648352,6440.662036819466,61440,0.0010975934065934,0.0004163279684207,0.004206,0.000422,0.001019,1920000.0,1920000,1920000,1920000.0,7.360000000000001,0.0296
92,lab,1.0,146303664.54945055,295897.2736576812,147035996,145820808,146317256.0,0.1689351648351648,0.0088187599736316,0.1829,0.1535,0.1691,0.3495010989010989,0.0033599766700742,0.3565,0.3464,0.348,-2596072.7252747254,217765.35317931668,-2235406,-3200396,-2550722.0,3737.120879120879,0.9981668178900116,3738,3736,3738.0,72.00934065934067,0.4521597608461509,74.0,70.9,72.07,15.80989010989011,0.9766490265818728,22.65,14.56,15.69,12.085384615384616,0.9661415903735708,13.38,4.92,12.19,13.918472527472526,0.6057451314182181,15.1374,12.1407,13.8863,0.0,0.0,0,0.0010728021978021,0.0004803271158464,0.004702,0.000375,0.001033,1920000.0,1920000,1920000,1920000.0,8.089999999999998,0.0294
93,lab,1.0,146302178.91208792,298147.7407903597,146877003,145786396,146316048.0,0.1624989010989011,0.0077569394667039,0.1776,0.1502,0.1608,0.347821978021978,0.0039087026036724,0.3531,0.3416,0.3489,-2575886.351648352,203006.77687168613,-2136893,-2998243,-2572329.0,3748.5824175824177,4.580310358397805,3751,3740,3751.0,72.00692307692307,0.4051657885845201,73.33,71.18,71.97,15.721868131868131,0.8253011734282385,20.79,14.43,15.65,12.108461538461537,0.8647991713904488,13.07,6.58,12.25,13.971216483516482,0.6016259861157256,15.2621,12.674,13.9799,0.0,0.0,0,0.0010424175824175,0.0003881253252905,0.003754,0.000484,0.00096,1920000.0,1920000,1920000,1920000.0,6.359999999999999,0.0274
