Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
12.43,25.816885811941965,36.83556365966797,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.129053115844727,32.933475494384766,97.7354965209961,2.2645068168640137,1.183679461479187,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,150774595584.0,1480456704.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.299046516418457,0.5081520463739123,816917248.0,62709576.0,5079178.5,148494.91015625,0.7116532921791077,441.0,64.0,11735.0,2.0,17.0157470703125,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,73.0,3.362391471862793
12.5,25.816885811941965,36.83556365966797,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.129053115844727,32.933475494384766,97.7354965209961,2.2645068168640137,1.183679461479187,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,150774595584.0,1480456704.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.299046516418457,0.5081520463739123,816917248.0,62709576.0,5079178.5,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
12.53,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.118520736694336,33.25010299682617,98.21426391601562,1.7857372760772705,2.89699125289917,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133994692608.0,693883328.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,642536000.0,62709576.0,1181498.25,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
12.63,25.816885811941965,49.63936996459961,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.898021697998047,34.11041641235352,98.2132568359375,1.786741018295288,3.032825469970703,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133970010112.0,693020992.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.159738540649414,0.5081520463739123,642417600.0,62709576.0,1180922.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
12.73,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.047834396362305,33.28959655761719,98.21373748779295,1.7862648963928225,2.925156354904175,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133949644800.0,693650048.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,642319936.0,62709576.0,1181101.125,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
12.83,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.070432662963867,33.344852447509766,98.21895599365234,1.7810474634170532,2.9864158630371094,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133485346816.0,691245760.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,640093568.0,62709576.0,1177007.125,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
12.93,25.816885811941965,49.63936996459961,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.89027976989746,34.12470626831055,98.21517944335938,1.7848234176635742,2.9019792079925537,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133964587008.0,692992896.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.159738540649414,0.5081520463739123,642391616.0,62709576.0,1180874.125,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.0,25.816885811941965,49.63936996459961,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.89027976989746,34.12470626831055,98.21517944335938,1.7848234176635742,2.9019792079925537,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133964587008.0,692992896.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.159738540649414,0.5081520463739123,642391616.0,62709576.0,1180874.125,148494.91015625,0.0924795195460319,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.03,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.026365280151367,33.26964569091797,98.2209014892578,1.7790979146957395,2.899133443832397,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133979807744.0,693806272.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,642464640.0,62709576.0,1181367.125,148494.91015625,0.0924795195460319,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.13,25.816885811941965,49.63936996459961,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.86257553100586,34.136619567871094,98.20989990234376,1.7901017665863037,2.9555909633636475,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133915041792.0,692736640.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.159738540649414,0.5081520463739123,642154048.0,62709576.0,1180437.5,148494.91015625,0.0924795195460319,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.24,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.04656791687012,33.2457275390625,98.2142562866211,1.7857407331466677,2.84097671508789,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133756510208.0,692649920.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,641393856.0,62709576.0,1179398.125,148494.91015625,0.0924795195460319,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.34,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.065677642822266,33.28258514404297,98.2147979736328,1.7852036952972412,2.9774587154388428,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,134007767040.0,693951040.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,642598656.0,62709576.0,1181613.625,148494.91015625,0.0924795195460319,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.4,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.065677642822266,33.28258514404297,98.2147979736328,1.7852036952972412,2.9774587154388428,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,134007767040.0,693951040.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,642598656.0,62709576.0,1181613.625,148494.91015625,1.0561622381210327,441.0,64.0,11735.0,1.0,15.89333724975586,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,74.0,3.362391471862793
13.44,25.816885811941965,49.64373779296875,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.8463077545166,34.17599105834961,98.1606903076172,1.839309334754944,3.025977849960327,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,134115237888.0,693774528.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.1597084999084477,0.5081520463739123,659219776.0,62709576.0,1217415.5,148494.91015625,1.0561622381210327,441.0,64.0,11735.0,1.0,15.89333724975586,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,74.0,3.362391471862793
13.5,25.816885811941965,49.64373779296875,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.8463077545166,34.17599105834961,98.1606903076172,1.839309334754944,3.025977849960327,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,134115237888.0,693774528.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.1597084999084477,0.5081520463739123,659219776.0,62709576.0,1217415.5,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.54,25.816885811941965,49.66488265991211,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.05166244506836,33.38964080810547,98.22639465332033,1.77360737323761,3.0465667247772217,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,136009105408.0,704307456.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.1585166454315186,0.5081520463739123,647623936.0,62709576.0,1185059.625,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.64,25.816885811941965,49.63818740844727,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.894073486328125,34.17808532714844,98.24130249023438,1.7586942911148071,2.8542792797088623,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,135892983808.0,702964352.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.159600019454956,0.5081520463739123,639995968.0,62709576.0,1176649.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.74,25.816885811941965,49.68610763549805,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.9986572265625,33.264888763427734,98.1641082763672,1.8358947038650515,2.8808681964874268,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,134265790464.0,695178560.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.159126281738281,0.5081520463739123,662256128.0,62709576.0,1219665.375,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.84,25.816885811941965,49.6436653137207,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.048057556152344,33.32756042480469,98.21902465820312,1.780974268913269,3.052703619003296,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,135989035008.0,704309568.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.157909154891968,0.5081520463739123,649839168.0,62709576.0,1192788.5,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
13.94,25.816885811941965,49.64632415771485,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.922517776489254,34.26271438598633,98.23834991455078,1.7616539001464844,2.8867335319519043,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,136237096960.0,704777024.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.1596903800964355,0.5081520463739123,642434624.0,62709576.0,1180953.25,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.0,25.816885811941965,49.64632415771485,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.922517776489254,34.26271438598633,98.23834991455078,1.7616539001464844,2.8867335319519043,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,136237096960.0,704777024.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.1596903800964355,0.5081520463739123,642434624.0,62709576.0,1180953.25,148494.91015625,274.7228088378906,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.04,25.816885811941965,49.65715408325195,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.0151481628418,33.36915969848633,98.2300796508789,1.7699178457260132,2.8346426486968994,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,135041826816.0,699314112.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158369302749634,0.5081520463739123,642377600.0,62709576.0,1181386.375,148494.91015625,274.7228088378906,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.14,25.816885811941965,49.63936996459961,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.872297286987305,34.19544982910156,98.21238708496094,1.787611722946167,2.959446668624878,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133989752832.0,693123136.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.159738540649414,0.5081520463739123,642512320.0,62709576.0,1181096.0,148494.91015625,274.7228088378906,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.24,25.816885811941965,49.66381454467773,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.224424362182617,33.3015251159668,98.17418670654295,1.8258136510849,2.9476263523101807,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,134476595200.0,696367232.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158574104309082,0.5081520463739123,662478976.0,62709576.0,1218730.125,148494.91015625,274.7228088378906,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.34,25.816885811941965,49.665313720703125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.19188499450684,33.33256912231445,98.2394027709961,1.7605977058410645,2.921675682067871,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,135976345600.0,704115840.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158746719360352,0.5081520463739123,642947520.0,62709576.0,1181546.75,148494.91015625,274.7228088378906,101.0,2.0,6330.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.4,25.816885811941965,49.665313720703125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.19188499450684,33.33256912231445,98.2394027709961,1.7605977058410645,2.921675682067871,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,135976345600.0,704115840.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158746719360352,0.5081520463739123,642947520.0,62709576.0,1181546.75,148494.91015625,0.0026295813731849,441.0,64.0,11735.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,70.0,3.362391471862793
14.44,25.816885811941965,49.63032150268555,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.101879119873047,34.133270263671875,98.2447280883789,1.7552746534347534,2.8313989639282227,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,135671300096.0,701800000.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.1598589420318604,0.5081520463739123,642032512.0,62709576.0,1180393.25,148494.91015625,0.0026295813731849,441.0,64.0,11735.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,70.0,3.362391471862793
14.5,25.816885811941965,49.63032150268555,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.101879119873047,34.133270263671875,98.2447280883789,1.7552746534347534,2.8313989639282227,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,135671300096.0,701800000.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.1598589420318604,0.5081520463739123,642032512.0,62709576.0,1180393.25,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.54,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.301973342895508,33.25611114501953,98.22372436523438,1.7762774229049685,2.879991292953491,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133984960512.0,693832960.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,642489280.0,62709576.0,1181412.5,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.64,25.816885811941965,49.63936996459961,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.000675201416016,34.10873794555664,98.21395111083984,1.7860519886016846,2.933338165283203,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,133997338624.0,693162304.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.159738540649414,0.5081520463739123,642548672.0,62709576.0,1181162.875,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
14.74,25.816885811941965,49.66387939453125,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.17850875854492,33.31600570678711,98.20362854003906,1.7963694334030151,2.845088005065918,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6414546966552734,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,134005678080.0,693940224.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,2.158510684967041,0.5081520463739123,642588672.0,62709576.0,1181595.25,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,74.0,72.0,66.0,49.0,74.0,85.0,90.0,545.0,2.0,31.82915449142456,2736.0,2.0,15.0,3.362391471862793
