scan_id,scan_index,room_label,location,noise_type,device_id,rescan,rescan_num,Timestamp,TotalUsedMem,CpuUtil,GpuUtil,BatteryMicroAmps,BatteryTemp,BatteryLevel,BatteryVoltageMv,ScreenBrightness,AvgFPS,WorstFrameMs,BestFrameMs,MainThreadMs,GCAllocRate,FrameTimeStdDev,CpuClockFreq
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,14.7729,144926862,0.172,0.326,-2542299,48.0,0.85,3981,1.0,72.0,14.92,13.02,14.9161,0,0.00056,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,14.8808,145008432,0.172,0.326,-2542299,48.0,0.85,3981,1.0,74.02,21.21,6.55,13.833,0,0.003954,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,14.9936,145011402,0.172,0.326,-2742255,48.0,0.85,3981,1.0,71.5,15.3,13.14,13.1335,0,0.000676,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.1047,145022962,0.172,0.326,-2742255,48.0,0.85,3981,1.0,71.36,16.26,12.04,14.4342,0,0.0011,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.2167,145024568,0.1536,0.3039,-2226617,48.0,0.85,3981,1.0,72.2,14.99,12.87,12.8607,0,0.00069,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.3273,145042324,0.1536,0.3039,-2226617,48.0,0.85,3981,1.0,71.98,16.55,11.89,14.0162,0,0.001291,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.4387,145052762,0.1536,0.3039,-2430602,48.0,0.85,3981,1.0,71.57,15.79,11.57,14.4791,0,0.001108,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.5496,145057072,0.1536,0.3039,-2786567,48.0,0.85,3981,1.0,72.41,15.08,12.32,13.9259,0,0.000763,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.6603,145070696,0.1536,0.3039,-2786567,48.0,0.85,3981,1.0,71.88,15.82,11.8,13.9877,0,0.001099,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.772,145080754,0.1536,0.3039,-2182671,48.0,0.85,3981,1.0,71.75,15.25,12.59,14.9609,0,0.000905,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.8825,145098632,0.1536,0.3039,-2182671,48.0,0.85,3981,1.0,72.38,15.16,12.54,13.7477,0,0.000886,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,15.9947,145115136,0.1536,0.3039,-2345272,48.0,0.85,3981,1.0,72.13,15.65,12.36,13.0795,0,0.00094,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.1055,145316823,0.1566,0.2877,-2345272,48.0,0.85,3981,1.0,71.34,16.69,11.51,14.7217,0,0.001366,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.2166,145141800,0.1566,0.2877,-2272395,48.0,0.85,3981,1.0,72.57,14.95,12.04,12.697,0,0.000931,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.3279,145156928,0.1566,0.2877,-2158134,48.0,0.85,3981,1.0,71.79,16.22,12.03,14.0015,0,0.001188,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.4389,145168176,0.1566,0.2877,-2158134,48.0,0.85,3981,1.0,72.13,15.76,11.68,13.8738,0,0.001067,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.5498,145183608,0.1566,0.2877,-2686589,48.0,0.85,3981,1.0,72.03,15.86,12.47,14.0372,0,0.000992,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.6604,145198080,0.1566,0.2877,-2686589,48.0,0.85,3981,1.0,71.86,16.03,11.95,13.9647,0,0.001127,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.7722,145214480,0.1566,0.2877,-1890061,48.0,0.85,3981,1.0,71.74,14.84,12.85,14.8409,0,0.000765,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.8826,145216632,0.1566,0.2877,-1890061,48.0,0.85,3981,1.0,72.17,15.21,12.75,13.3173,0,0.000884,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,16.9944,145247280,0.1566,0.2877,-2466491,48.0,0.85,3981,1.0,72.22,15.32,12.47,13.4149,0,0.000759,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.1057,145249786,0.1499,0.2869,-2451110,48.0,0.85,3981,1.0,71.56,16.01,12.44,14.6035,0,0.00099,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.2165,145265688,0.1499,0.2869,-2451110,48.0,0.85,3981,1.0,72.51,15.33,11.78,12.6538,0,0.001084,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.3279,145292248,0.1499,0.2869,-2282283,48.0,0.85,3981,1.0,71.77,16.13,11.93,14.3074,0,0.001153,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.4386,145294048,0.1499,0.2869,-2282283,48.0,0.85,3981,1.0,72.41,15.78,11.61,13.5263,0,0.00108,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.55,145316278,0.1499,0.2869,-2123343,48.0,0.85,3981,1.0,71.66,15.95,12.64,13.9882,0,0.000913,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.6607,145328824,0.1499,0.2869,-2123343,48.0,0.85,3981,1.0,71.93,15.89,12.15,13.797,0,0.001149,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.7724,145342488,0.1499,0.2869,-2372373,48.0,0.85,3981,1.0,71.77,15.25,12.61,14.7533,0,0.000805,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.8829,145361856,0.1499,0.2869,-2716619,48.0,0.85,3981,1.0,72.26,15.28,12.3,13.4765,0,0.000808,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,17.9948,145376456,0.1499,0.2869,-2716619,48.0,0.85,3981,1.0,72.07,15.37,12.62,13.5988,0,0.000716,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.1059,145395714,0.1482,0.2877,-2202447,48.0,0.85,3981,1.0,71.59,16.13,11.94,14.4136,0,0.001106,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.2168,145400520,0.1482,0.2877,-2202447,48.0,0.85,3981,1.0,72.48,15.39,12.17,12.5083,0,0.001,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.3282,145421320,0.1482,0.2877,-2489929,48.0,0.85,3981,1.0,71.39,16.3,12.06,14.51,0,0.001197,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.4395,145424022,0.1482,0.2877,-2489929,48.0,0.85,3981,1.0,72.15,15.29,11.63,13.8966,0,0.000952,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.5506,145440840,0.1482,0.2877,-2509339,48.0,0.85,3981,1.0,72.03,15.66,12.42,14.323,0,0.000908,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.6611,145465722,0.1482,0.2877,-2241998,48.0,0.85,3981,1.0,72.03,15.98,11.9,13.5723,0,0.001202,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.7726,145478234,0.1482,0.2877,-2241998,48.0,0.85,3981,1.0,71.73,15.28,12.66,14.749,0,0.000818,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.8834,145678139,0.1482,0.2877,-2142020,48.0,0.85,3981,1.0,72.29,15.23,12.57,13.3563,0,0.000912,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,18.9952,145504864,0.1482,0.2877,-2142020,48.0,0.85,3981,1.0,72.17,15.49,12.4,13.37,0,0.000811,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.1058,145530902,0.1503,0.2805,-2218926,48.0,0.85,3981,1.0,71.69,16.3,11.69,14.2881,0,0.001226,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.2172,145728807,0.1503,0.2805,-2218926,48.0,0.85,3981,1.0,72.34,15.22,12.35,13.1122,0,0.000812,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.3283,145568320,0.1503,0.2805,-2313411,48.0,0.85,3981,1.0,71.7,16.34,11.86,14.1091,0,0.001264,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.4389,145577336,0.1503,0.2805,-2521058,48.0,0.85,3981,1.0,72.1,15.77,11.81,13.5266,0,0.001071,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.5507,145590920,0.1503,0.2805,-2521058,48.0,0.85,3981,1.0,71.92,15.16,13.14,14.3949,0,0.000582,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.6615,145604336,0.1503,0.2805,-2548158,48.0,0.85,3981,1.0,71.86,15.96,11.89,13.9666,0,0.001128,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.7729,145618360,0.1503,0.2805,-2548158,48.0,0.85,3981,1.0,72.01,15.13,12.49,14.562,0,0.000799,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.8838,145625190,0.1503,0.2805,-2226617,48.0,0.85,3981,1.0,71.94,15.6,12.43,13.8746,0,0.000912,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,19.9955,145640800,0.1503,0.2805,-2226617,48.0,0.85,3981,1.0,72.4,15.38,12.59,13.2478,0,0.000846,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.1064,145651320,0.1382,0.272,-2539735,48.0,0.85,3981,1.0,71.52,16.44,12.1,14.0843,0,0.001171,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.2176,145660672,0.1382,0.272,-2380796,48.0,0.85,3981,1.0,72.36,15.49,11.98,13.1972,0,0.000946,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.3284,145681908,0.1382,0.272,-2380796,48.0,0.85,3981,1.0,71.82,16.55,11.85,14.0532,0,0.001256,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.4394,145698760,0.1382,0.272,-2122244,48.0,0.85,3981,1.0,72.2,15.98,11.46,13.6706,0,0.001148,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.5508,145714678,0.1382,0.272,-2122244,48.0,0.85,3981,1.0,71.74,15.77,12.75,14.3639,0,0.000852,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.661,145732340,0.1382,0.272,-2428038,48.0,0.85,3981,1.0,72.19,16.15,11.5,13.9285,0,0.001328,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.7726,145756916,0.1382,0.272,-2428038,48.0,0.85,3981,1.0,71.68,15.08,12.73,15.0489,0,0.000841,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.8831,145759698,0.1382,0.272,-2500916,48.0,0.85,3981,1.0,72.33,15.38,12.29,13.1468,0,0.001075,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,20.9947,145789884,0.1382,0.272,-2500916,48.0,0.85,3981,1.0,72.38,15.13,12.87,13.0426,0,0.00068,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.1057,145801422,0.161,0.2796,-2495789,48.0,0.85,3981,1.0,71.41,16.02,12.31,14.4354,0,0.001004,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.217,145823524,0.161,0.2796,-2142753,48.0,0.85,3981,1.0,72.6,14.98,12.32,13.1486,0,0.000776,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.3282,145846276,0.161,0.2796,-2142753,48.0,0.85,3981,1.0,71.65,16.39,12.0,14.3464,0,0.001218,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.4391,145866820,0.161,0.2796,-2242731,48.0,0.85,3981,1.0,72.26,15.58,11.99,13.6717,0,0.000951,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.5503,145878862,0.161,0.2796,-2242731,48.0,0.85,3981,1.0,71.73,15.95,12.68,13.9384,0,0.000905,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.6609,145896968,0.161,0.2796,-2546693,48.0,0.85,3981,1.0,72.04,15.75,12.07,13.7373,0,0.001028,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.7725,145903356,0.161,0.2796,-2546693,48.0,0.85,3981,1.0,71.68,15.15,12.78,14.8248,0,0.000786,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.8832,145921828,0.161,0.2796,-2251520,48.0,0.85,3981,1.0,72.38,15.65,12.03,13.7699,0,0.001062,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,21.9948,145945716,0.161,0.2796,-2268732,48.0,0.85,3981,1.0,72.28,15.46,12.39,13.1259,0,0.00084,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.1057,145952790,0.1482,0.2891,-2268732,48.0,0.85,3981,1.0,71.55,16.33,12.1,14.0846,0,0.001139,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.2169,145968396,0.1482,0.2891,-2278620,48.0,0.85,3981,1.0,72.49,15.21,12.05,12.7471,0,0.00095,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.3282,145981358,0.1482,0.2891,-2278620,48.0,0.85,3981,1.0,71.53,16.41,11.95,14.374,0,0.00122,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.4391,145993568,0.1482,0.2891,-2291804,48.0,0.85,3981,1.0,72.02,15.63,11.48,14.0299,0,0.0011,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.5504,146005773,0.1482,0.2891,-2291804,48.0,0.85,3981,1.0,72.14,15.42,12.58,14.1929,0,0.000822,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.6609,146028096,0.1482,0.2891,-2574526,48.0,0.85,3981,1.0,71.96,16.23,11.64,13.725,0,0.001381,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.7724,145331856,0.1482,0.2891,-2168022,48.0,0.85,3981,1.0,71.86,16.5,11.37,14.9141,0,0.001402,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.8832,145335064,0.1482,0.2891,-2168022,48.0,0.85,3981,1.0,72.12,15.26,12.59,13.6664,0,0.000898,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,22.9947,145344891,0.1482,0.2891,-2254084,48.0,0.85,3981,1.0,72.22,15.36,12.53,13.2729,0,0.000766,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.1056,145349604,0.1539,0.2936,-2254084,48.0,0.85,3981,1.0,71.6,15.93,12.27,13.9487,0,0.001043,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.2169,145354418,0.1539,0.2936,-2275324,48.0,0.85,3981,1.0,72.49,14.88,11.99,13.1648,0,0.000817,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.328,145362328,0.1539,0.2936,-2275324,48.0,0.85,3981,1.0,71.87,16.25,12.14,14.2401,0,0.001154,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.4387,145369584,0.1539,0.2936,-2430602,48.0,0.85,3981,1.0,72.32,15.68,11.62,13.4509,0,0.00107,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.5498,145379418,0.1539,0.2936,-2323299,48.0,0.85,3981,1.0,71.82,15.81,12.54,14.2457,0,0.000921,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.6606,145380754,0.1539,0.2936,-2323299,48.0,0.85,3981,1.0,71.97,15.91,12.1,13.6201,0,0.0011,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.7718,145399952,0.1539,0.2936,-2491394,48.0,0.85,3981,1.0,71.71,15.33,12.58,15.1413,0,0.000948,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.8826,145402694,0.1539,0.2936,-2491394,48.0,0.85,3981,1.0,72.41,15.02,12.62,13.4103,0,0.000883,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,23.9943,145412512,0.1539,0.2936,-2572695,48.0,0.85,3981,1.0,72.35,15.57,12.38,13.1461,0,0.000879,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,24.105,145424996,0.1565,0.3257,-2572695,48.0,0.85,4002,1.0,71.38,16.77,11.62,13.5267,0,0.001393,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,24.2162,145434120,0.1565,0.3257,-2213067,48.0,0.85,4002,1.0,72.78,14.98,12.04,13.0742,0,0.000838,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,24.3271,145434046,0.1565,0.3257,-2521424,48.0,0.85,4002,1.0,71.74,16.72,12.03,13.6577,0,0.001267,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,24.4384,145638893,0.1565,0.3257,-2521424,48.0,0.85,4002,1.0,71.91,15.7,11.58,13.6418,0,0.001104,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,24.5493,145461844,0.1565,0.3257,-2677068,48.0,0.85,4002,1.0,72.18,15.71,12.23,13.6733,0,0.000927,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,24.6596,145459410,0.1565,0.3257,-2677068,48.0,0.85,4002,1.0,72.03,16.16,11.43,13.4926,0,0.001333,1920000
kitchen__Floor3Kitchen__noise2__r0__scan00,0,kitchen,Floor3Kitchen,2,2bfe9f80377e670fec89a36997162020,False,0,24.7721,145472764,0.1565,0.3257,-2345272,48.0,0.85,4002,1.0,71.48,15.36,12.69,14.6408,0,0.000811,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,14.7753,146262420,0.1747,0.2898,-2299129,50.0,0.78,3948,1.0,72.08,14.24,13.24,14.1573,0,0.00035,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,14.8839,146346078,0.1747,0.2898,-2710760,50.0,0.78,3948,1.0,73.92,21.14,6.82,13.6723,0,0.003918,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,14.9958,146362334,0.1747,0.2898,-2710760,50.0,0.78,3948,1.0,71.22,16.2,12.11,14.4709,0,0.001143,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.1067,146376768,0.1747,0.2898,-2154106,50.0,0.78,3948,1.0,72.11,15.13,12.46,13.7044,0,0.000862,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.2186,146381992,0.1747,0.2898,-2553652,50.0,0.78,3948,1.0,72.16,15.78,12.59,13.2028,0,0.00091,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.3292,146393488,0.1747,0.2898,-2553652,50.0,0.78,3948,1.0,71.52,16.57,11.95,14.0323,0,0.001175,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.4409,146406832,0.1747,0.2898,-2532411,50.0,0.78,3948,1.0,72.23,14.79,12.93,13.4776,0,0.000513,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.5526,146410152,0.1842,0.2918,-2532411,50.0,0.78,3948,1.0,71.78,15.95,12.32,14.2461,0,0.001059,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.6632,146435552,0.1842,0.2918,-2272395,50.0,0.78,3948,1.0,72.12,16.19,11.37,13.4317,0,0.001274,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.7747,146443792,0.1842,0.2918,-2272395,50.0,0.78,3948,1.0,71.71,15.61,12.46,14.206,0,0.000868,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.8851,145734352,0.1842,0.2918,-2212335,50.0,0.78,3948,1.0,72.04,17.18,11.0,13.6197,0,0.001606,1920000
lab__privateeyelab__noise0__r0__scan00,0,lab,privateeyelab,0,2bfe9f80377e670fec89a36997162020,False,0,15.9969,145739624,0.1842,0.2918,-2385557,50.0,0.78,3948,1.0,71.8,15.44,12.57,14.7171,0,0.000833,1920000
